Crop,District,Year,Month,Price_INR_per_Quintal
Groundnut,Hassan,2013,1,5536.49
Groundnut,Hassan,2013,2,4320.51
Groundnut,Hassan,2013,3,5505.94
Groundnut,Hassan,2013,4,4176.8
Groundnut,Hassan,2013,5,4645.79
Groundnut,Hassan,2013,6,4291.85
Groundnut,Hassan,2013,7,6119.26
Groundnut,Hassan,2013,8,3961.47
Groundnut,Hassan,2013,9,5815.46
Groundnut,Hassan,2013,10,4596.86
Groundnut,Hassan,2013,11,4804.79
Groundnut,Hassan,2013,12,6283.21
Groundnut,Hassan,2014,1,6198.47
Groundnut,Hassan,2014,2,5027.31
Groundnut,Hassan,2014,3,4936.22
Groundnut,Hassan,2014,4,4960.27
Groundnut,Hassan,2014,5,6504.0
Groundnut,Hassan,2014,6,4397.82
Groundnut,Hassan,2014,7,6041.36
Groundnut,Hassan,2014,8,5843.51
Groundnut,Hassan,2014,9,6184.39
Groundnut,Hassan,2014,10,5263.72
Groundnut,Hassan,2014,11,4274.98
Groundnut,Hassan,2014,12,4315.68
Groundnut,Hassan,2015,1,5938.8
Groundnut,Hassan,2015,2,6757.32
Groundnut,Hassan,2015,3,6580.05
Groundnut,Hassan,2015,4,4530.55
Groundnut,Hassan,2015,5,6584.45
Groundnut,Hassan,2015,6,4640.57
Groundnut,Hassan,2015,7,4727.77
Groundnut,Hassan,2015,8,5237.48
Groundnut,Hassan,2015,9,4558.3
Groundnut,Hassan,2015,10,4477.18
Groundnut,Hassan,2015,11,6750.8
Groundnut,Hassan,2015,12,4354.77
Groundnut,Hassan,2016,1,6663.6
Groundnut,Hassan,2016,2,6025.09
Groundnut,Hassan,2016,3,6953.63
Groundnut,Hassan,2016,4,6565.39
Groundnut,Hassan,2016,5,6614.51
Groundnut,Hassan,2016,6,6702.55
Groundnut,Hassan,2016,7,5262.21
Groundnut,Hassan,2016,8,6161.13
Groundnut,Hassan,2016,9,5218.16
Groundnut,Hassan,2016,10,5597.23
Groundnut,Hassan,2016,11,4805.13
Groundnut,Hassan,2016,12,5696.95
Groundnut,Hassan,2017,1,6145.05
Groundnut,Hassan,2017,2,5550.73
Groundnut,Hassan,2017,3,6180.14
Groundnut,Hassan,2017,4,6983.32
Groundnut,Hassan,2017,5,4811.77
Groundnut,Hassan,2017,6,6495.5
Groundnut,Hassan,2017,7,6212.07
Groundnut,Hassan,2017,8,4660.3
Groundnut,Hassan,2017,9,5368.49
Groundnut,Hassan,2017,10,5437.79
Groundnut,Hassan,2017,11,5187.98
Groundnut,Hassan,2017,12,5714.52
Groundnut,Hassan,2018,1,6359.75
Groundnut,Hassan,2018,2,6478.27
Groundnut,Hassan,2018,3,5086.5
Groundnut,Hassan,2018,4,7066.76
Groundnut,Hassan,2018,5,6410.8
Groundnut,Hassan,2018,6,6422.53
Groundnut,Hassan,2018,7,5199.11
Groundnut,Hassan,2018,8,6828.25
Groundnut,Hassan,2018,9,6258.86
Groundnut,Hassan,2018,10,6227.73
Groundnut,Hassan,2018,11,5439.93
Groundnut,Hassan,2018,12,5559.39
Groundnut,Hassan,2019,1,6962.49
Groundnut,Hassan,2019,2,5644.02
Groundnut,Hassan,2019,3,5750.11
Groundnut,Hassan,2019,4,6774.92
Groundnut,Hassan,2019,5,5022.99
Groundnut,Hassan,2019,6,7365.69
Groundnut,Hassan,2019,7,4909.8
Groundnut,Hassan,2019,8,5971.22
Groundnut,Hassan,2019,9,7066.48
Groundnut,Hassan,2019,10,6775.16
Groundnut,Hassan,2019,11,5756.41
Groundnut,Hassan,2019,12,5098.79
Groundnut,Hassan,2020,1,7251.82
Groundnut,Hassan,2020,2,5753.61
Groundnut,Hassan,2020,3,7468.44
Groundnut,Hassan,2020,4,7427.3
Groundnut,Hassan,2020,5,6604.82
Groundnut,Hassan,2020,6,5688.04
Groundnut,Hassan,2020,7,5256.59
Groundnut,Hassan,2020,8,6722.36
Groundnut,Hassan,2020,9,5969.16
Groundnut,Hassan,2020,10,7203.21
Groundnut,Hassan,2020,11,6347.1
Groundnut,Hassan,2020,12,5128.92
Groundnut,Hassan,2021,1,5384.07
Groundnut,Hassan,2021,2,7112.13
Groundnut,Hassan,2021,3,6658.65
Groundnut,Hassan,2021,4,6754.29
Groundnut,Hassan,2021,5,5923.32
Groundnut,Hassan,2021,6,6549.32
Groundnut,Hassan,2021,7,6784.31
Groundnut,Hassan,2021,8,5683.75
Groundnut,Hassan,2021,9,6131.06
Groundnut,Hassan,2021,10,6800.37
Groundnut,Hassan,2021,11,5617.85
Groundnut,Hassan,2021,12,7244.97
Groundnut,Hassan,2022,1,6574.21
Groundnut,Hassan,2022,2,6708.44
Groundnut,Hassan,2022,3,7420.19
Groundnut,Hassan,2022,4,7512.86
Groundnut,Hassan,2022,5,7485.06
Groundnut,Hassan,2022,6,7302.32
Groundnut,Hassan,2022,7,5361.08
Groundnut,Hassan,2022,8,6750.56
Groundnut,Hassan,2022,9,6615.13
Groundnut,Hassan,2022,10,6597.21
Groundnut,Hassan,2022,11,5496.77
Groundnut,Hassan,2022,12,7076.57
Groundnut,Hassan,2023,1,7301.66
Groundnut,Hassan,2023,2,5606.49
Groundnut,Hassan,2023,3,7318.04
Groundnut,Hassan,2023,4,7689.7
Groundnut,Hassan,2023,5,6516.64
Groundnut,Hassan,2023,6,6166.38
Groundnut,Hassan,2023,7,6843.43
Groundnut,Hassan,2023,8,5448.56
Groundnut,Hassan,2023,9,7364.24
Groundnut,Hassan,2023,10,6494.97
Groundnut,Hassan,2023,11,5811.17
Groundnut,Hassan,2023,12,6791.07
Groundnut,Hassan,2024,1,6868.45
Groundnut,Hassan,2024,2,6932.79
Groundnut,Hassan,2024,3,6247.64
Groundnut,Hassan,2024,4,7005.65
Groundnut,Hassan,2024,5,6261.26
Groundnut,Hassan,2024,6,6847.04
Groundnut,Hassan,2024,7,6763.15
Groundnut,Hassan,2024,8,7415.87
Groundnut,Hassan,2024,9,6063.81
Groundnut,Hassan,2024,10,6216.03
Groundnut,Hassan,2024,11,7571.1
Groundnut,Hassan,2024,12,6760.84
Groundnut,Hassan,2025,1,6529.75
Groundnut,Hassan,2025,2,6295.26
Groundnut,Hassan,2025,3,6071.67
Groundnut,Hassan,2025,4,8453.88
Groundnut,Hassan,2025,5,6650.45
Groundnut,Hassan,2025,6,7046.23
Groundnut,Hassan,2025,7,6267.33
Groundnut,Hassan,2025,8,7725.09
Groundnut,Hassan,2025,9,6074.48
Groundnut,Hassan,2025,10,6051.0
Groundnut,Hassan,2025,11,6794.82
Groundnut,Hassan,2025,12,7124.7
Groundnut,Tumakuru,2010,1,5372.63
Groundnut,Tumakuru,2010,2,3709.68
Groundnut,Tumakuru,2010,3,4156.78
Groundnut,Tumakuru,2010,4,5388.09
Groundnut,Tumakuru,2010,5,4883.12
Groundnut,Tumakuru,2010,6,5893.71
Groundnut,Tumakuru,2010,7,5227.4
Groundnut,Tumakuru,2010,8,4112.99
Groundnut,Tumakuru,2010,9,4175.81
Groundnut,Tumakuru,2010,10,5799.93
Groundnut,Tumakuru,2010,11,4641.41
Groundnut,Tumakuru,2010,12,3983.0
Groundnut,Tumakuru,2011,1,4532.19
Groundnut,Tumakuru,2011,2,4199.9
Groundnut,Tumakuru,2011,3,5460.27
Groundnut,Tumakuru,2011,4,6133.81
Groundnut,Tumakuru,2011,5,5393.23
Groundnut,Tumakuru,2011,6,5783.15
Groundnut,Tumakuru,2011,7,4096.22
Groundnut,Tumakuru,2011,8,4717.34
Groundnut,Tumakuru,2011,9,4206.16
Groundnut,Tumakuru,2011,10,5794.62
Groundnut,Tumakuru,2011,11,5039.39
Groundnut,Tumakuru,2011,12,5583.09
Groundnut,Tumakuru,2012,1,5517.24
Groundnut,Tumakuru,2012,2,4536.19
Groundnut,Tumakuru,2012,3,5387.76
Groundnut,Tumakuru,2012,4,6253.08
Groundnut,Tumakuru,2012,5,4639.1
Groundnut,Tumakuru,2012,6,5873.46
Groundnut,Tumakuru,2012,7,5009.87
Groundnut,Tumakuru,2012,8,4863.95
Groundnut,Tumakuru,2012,9,4149.74
Groundnut,Tumakuru,2012,10,5071.4
Groundnut,Tumakuru,2012,11,4863.1
Groundnut,Tumakuru,2012,12,4718.12
Groundnut,Tumakuru,2013,1,5842.76
Groundnut,Tumakuru,2013,2,4126.3
Groundnut,Tumakuru,2013,3,6241.18
Groundnut,Tumakuru,2013,4,6468.14
Groundnut,Tumakuru,2013,5,6236.02
Groundnut,Tumakuru,2013,6,5263.99
Groundnut,Tumakuru,2013,7,5354.31
Groundnut,Tumakuru,2013,8,6442.98
Groundnut,Tumakuru,2013,9,5332.9
Groundnut,Tumakuru,2013,10,5508.54
Groundnut,Tumakuru,2013,11,5626.99
Groundnut,Tumakuru,2013,12,4137.91
Groundnut,Tumakuru,2014,1,4568.26
Groundnut,Tumakuru,2014,2,6474.7
Groundnut,Tumakuru,2014,3,6059.63
Groundnut,Tumakuru,2014,4,6352.65
Groundnut,Tumakuru,2014,5,5578.42
Groundnut,Tumakuru,2014,6,5138.35
Groundnut,Tumakuru,2014,7,5014.26
Groundnut,Tumakuru,2014,8,4083.67
Groundnut,Tumakuru,2014,9,5470.86
Groundnut,Tumakuru,2014,10,4791.89
Groundnut,Tumakuru,2014,11,4298.05
Groundnut,Tumakuru,2014,12,5640.97
Groundnut,Tumakuru,2015,1,6370.57
Groundnut,Tumakuru,2015,2,4857.32
Groundnut,Tumakuru,2015,3,5242.9
Groundnut,Tumakuru,2015,4,5230.68
Groundnut,Tumakuru,2015,5,5348.03
Groundnut,Tumakuru,2015,6,5763.31
Groundnut,Tumakuru,2015,7,5717.89
Groundnut,Tumakuru,2015,8,5596.94
Groundnut,Tumakuru,2015,9,5827.14
Groundnut,Tumakuru,2015,10,4954.29
Groundnut,Tumakuru,2015,11,5645.69
Groundnut,Tumakuru,2015,12,6353.24
Groundnut,Tumakuru,2016,1,4506.81
Groundnut,Tumakuru,2016,2,6529.21
Groundnut,Tumakuru,2016,3,6767.78
Groundnut,Tumakuru,2016,4,6804.71
Groundnut,Tumakuru,2016,5,5700.69
Groundnut,Tumakuru,2016,6,6725.35
Groundnut,Tumakuru,2016,7,5156.68
Groundnut,Tumakuru,2016,8,5638.68
Groundnut,Tumakuru,2016,9,4397.55
Groundnut,Tumakuru,2016,10,6336.52
Groundnut,Tumakuru,2016,11,5308.68
Groundnut,Tumakuru,2016,12,6124.56
Groundnut,Tumakuru,2017,1,5041.16
Groundnut,Tumakuru,2017,2,6486.95
Groundnut,Tumakuru,2017,3,6074.7
Groundnut,Tumakuru,2017,4,5892.64
Groundnut,Tumakuru,2017,5,5924.93
Groundnut,Tumakuru,2017,6,6358.84
Groundnut,Tumakuru,2017,7,5381.52
Groundnut,Tumakuru,2017,8,6966.06
Groundnut,Tumakuru,2017,9,6994.85
Groundnut,Tumakuru,2017,10,6915.31
Groundnut,Tumakuru,2017,11,5873.65
Groundnut,Tumakuru,2017,12,5494.08
Groundnut,Tumakuru,2018,1,5452.2
Groundnut,Tumakuru,2018,2,6777.89
Groundnut,Tumakuru,2018,3,6658.3
Groundnut,Tumakuru,2018,4,6336.32
Groundnut,Tumakuru,2018,5,6502.76
Groundnut,Tumakuru,2018,6,6523.75
Groundnut,Tumakuru,2018,7,6313.18
Groundnut,Tumakuru,2018,8,6038.71
Groundnut,Tumakuru,2018,9,5145.64
Groundnut,Tumakuru,2018,10,5664.09
Groundnut,Tumakuru,2018,11,6509.0
Groundnut,Tumakuru,2018,12,5699.1
Groundnut,Tumakuru,2019,1,7324.22
Groundnut,Tumakuru,2019,2,6142.1
Groundnut,Tumakuru,2019,3,6994.01
Groundnut,Tumakuru,2019,4,7303.74
Groundnut,Tumakuru,2019,5,5174.3
Groundnut,Tumakuru,2019,6,6298.23
Groundnut,Tumakuru,2019,7,5640.78
Groundnut,Tumakuru,2019,8,5839.14
Groundnut,Tumakuru,2019,9,6666.71
Groundnut,Tumakuru,2019,10,5697.88
Groundnut,Tumakuru,2019,11,5256.44
Groundnut,Tumakuru,2019,12,5598.74
Groundnut,Tumakuru,2020,1,7310.13
Groundnut,Tumakuru,2020,2,6762.78
Groundnut,Tumakuru,2020,3,5499.09
Groundnut,Tumakuru,2020,4,6904.75
Groundnut,Tumakuru,2020,5,5634.25
Groundnut,Tumakuru,2020,6,6317.42
Groundnut,Tumakuru,2020,7,5976.17
Groundnut,Tumakuru,2020,8,6683.41
Groundnut,Tumakuru,2020,9,6414.93
Groundnut,Tumakuru,2020,10,6491.58
Groundnut,Tumakuru,2020,11,5393.28
Groundnut,Tumakuru,2020,12,5434.43
Groundnut,Tumakuru,2021,1,5386.93
Groundnut,Tumakuru,2021,2,5580.51
Groundnut,Tumakuru,2021,3,6356.35
Groundnut,Tumakuru,2021,4,6718.03
Groundnut,Tumakuru,2021,5,6213.6
Groundnut,Tumakuru,2021,6,6992.16
Groundnut,Tumakuru,2021,7,7429.4
Groundnut,Tumakuru,2021,8,6766.21
Groundnut,Tumakuru,2021,9,5337.12
Groundnut,Tumakuru,2021,10,6898.93
Groundnut,Tumakuru,2021,11,5245.5
Groundnut,Tumakuru,2021,12,6497.18
Groundnut,Tumakuru,2022,1,6524.55
Groundnut,Tumakuru,2022,2,6944.88
Groundnut,Tumakuru,2022,3,7911.1
Groundnut,Tumakuru,2022,4,7753.27
Groundnut,Tumakuru,2022,5,6431.61
Groundnut,Tumakuru,2022,6,7336.91
Groundnut,Tumakuru,2022,7,6628.16
Groundnut,Tumakuru,2022,8,7480.25
Groundnut,Tumakuru,2022,9,7145.49
Groundnut,Tumakuru,2022,10,6681.94
Groundnut,Tumakuru,2022,11,6584.55
Groundnut,Tumakuru,2022,12,7737.51
Groundnut,Tumakuru,2023,1,6772.69
Groundnut,Tumakuru,2023,2,5606.88
Groundnut,Tumakuru,2023,3,5770.85
Groundnut,Tumakuru,2023,4,6883.07
Groundnut,Tumakuru,2023,5,7533.48
Groundnut,Tumakuru,2023,6,6386.77
Groundnut,Tumakuru,2023,7,7927.24
Groundnut,Tumakuru,2023,8,6075.38
Groundnut,Tumakuru,2023,9,5671.86
Groundnut,Tumakuru,2023,10,6565.4
Groundnut,Tumakuru,2023,11,6474.78
Groundnut,Tumakuru,2023,12,6723.21
Groundnut,Tumakuru,2024,1,6057.85
Groundnut,Tumakuru,2024,2,7323.9
Groundnut,Tumakuru,2024,3,6953.83
Groundnut,Tumakuru,2024,4,6968.89
Groundnut,Tumakuru,2024,5,6524.46
Groundnut,Tumakuru,2024,6,6804.23
Groundnut,Tumakuru,2024,7,5656.56
Groundnut,Tumakuru,2024,8,5815.5
Groundnut,Tumakuru,2024,9,5898.98
Groundnut,Tumakuru,2024,10,5615.19
Groundnut,Tumakuru,2024,11,6583.89
Groundnut,Tumakuru,2024,12,8141.5
Groundnut,Tumakuru,2025,1,7858.47
Groundnut,Tumakuru,2025,2,7605.44
Groundnut,Tumakuru,2025,3,6359.48
Groundnut,Tumakuru,2025,4,6458.72
Groundnut,Tumakuru,2025,5,7107.87
Groundnut,Tumakuru,2025,6,5941.74
Groundnut,Tumakuru,2025,7,7607.25
Groundnut,Tumakuru,2025,8,7091.75
Groundnut,Tumakuru,2025,9,7429.51
Groundnut,Tumakuru,2025,10,7383.73
Groundnut,Tumakuru,2025,11,6751.24
Groundnut,Tumakuru,2025,12,6020.49
Groundnut,Chitradurga,2010,1,4375.44
Groundnut,Chitradurga,2010,2,3884.92
Groundnut,Chitradurga,2010,3,4252.82
Groundnut,Chitradurga,2010,4,5305.79
Groundnut,Chitradurga,2010,5,4486.09
Groundnut,Chitradurga,2010,6,4117.72
Groundnut,Chitradurga,2010,7,4051.47
Groundnut,Chitradurga,2010,8,4804.18
Groundnut,Chitradurga,2010,9,4174.13
Groundnut,Chitradurga,2010,10,5880.38
Groundnut,Chitradurga,2010,11,3634.29
Groundnut,Chitradurga,2010,12,5432.97
Groundnut,Chitradurga,2011,1,3968.12
Groundnut,Chitradurga,2011,2,4184.28
Groundnut,Chitradurga,2011,3,6178.23
Groundnut,Chitradurga,2011,4,5544.98
Groundnut,Chitradurga,2011,5,6051.58
Groundnut,Chitradurga,2011,6,5271.85
Groundnut,Chitradurga,2011,7,4639.27
Groundnut,Chitradurga,2011,8,5468.06
Groundnut,Chitradurga,2011,9,5550.78
Groundnut,Chitradurga,2011,10,5498.34
Groundnut,Chitradurga,2011,11,5606.97
Groundnut,Chitradurga,2011,12,5721.87
Groundnut,Chitradurga,2012,1,5374.07
Groundnut,Chitradurga,2012,2,4659.51
Groundnut,Chitradurga,2012,3,5554.03
Groundnut,Chitradurga,2012,4,5821.03
Groundnut,Chitradurga,2012,5,4750.89
Groundnut,Chitradurga,2012,6,5299.61
Groundnut,Chitradurga,2012,7,5003.32
Groundnut,Chitradurga,2012,8,4503.66
Groundnut,Chitradurga,2012,9,4274.94
Groundnut,Chitradurga,2012,10,6017.7
Groundnut,Chitradurga,2012,11,5460.42
Groundnut,Chitradurga,2012,12,5111.57
Groundnut,Chitradurga,2013,1,4033.65
Groundnut,Chitradurga,2013,2,6160.44
Groundnut,Chitradurga,2013,3,5986.25
Groundnut,Chitradurga,2013,4,5703.25
Groundnut,Chitradurga,2013,5,4228.03
Groundnut,Chitradurga,2013,6,5325.73
Groundnut,Chitradurga,2013,7,4883.88
Groundnut,Chitradurga,2013,8,5971.09
Groundnut,Chitradurga,2013,9,5784.72
Groundnut,Chitradurga,2013,10,4116.46
Groundnut,Chitradurga,2013,11,5482.49
Groundnut,Chitradurga,2013,12,6217.06
Groundnut,Chitradurga,2014,1,4649.94
Groundnut,Chitradurga,2014,2,6017.1
Groundnut,Chitradurga,2014,3,4702.1
Groundnut,Chitradurga,2014,4,4613.17
Groundnut,Chitradurga,2014,5,5220.13
Groundnut,Chitradurga,2014,6,5731.48
Groundnut,Chitradurga,2014,7,4650.07
Groundnut,Chitradurga,2014,8,4946.22
Groundnut,Chitradurga,2014,9,5097.23
Groundnut,Chitradurga,2014,10,5293.46
Groundnut,Chitradurga,2014,11,4829.59
Groundnut,Chitradurga,2014,12,6155.26
Groundnut,Chitradurga,2015,1,4695.19
Groundnut,Chitradurga,2015,2,6703.71
Groundnut,Chitradurga,2015,3,4738.6
Groundnut,Chitradurga,2015,4,5011.99
Groundnut,Chitradurga,2015,5,6614.34
Groundnut,Chitradurga,2015,6,5416.83
Groundnut,Chitradurga,2015,7,4497.11
Groundnut,Chitradurga,2015,8,4997.33
Groundnut,Chitradurga,2015,9,5778.79
Groundnut,Chitradurga,2015,10,4318.17
Groundnut,Chitradurga,2015,11,4902.2
Groundnut,Chitradurga,2015,12,5699.11
Groundnut,Chitradurga,2016,1,6422.71
Groundnut,Chitradurga,2016,2,4870.67
Groundnut,Chitradurga,2016,3,5382.15
Groundnut,Chitradurga,2016,4,6328.37
Groundnut,Chitradurga,2016,5,5982.39
Groundnut,Chitradurga,2016,6,5304.17
Groundnut,Chitradurga,2016,7,6560.35
Groundnut,Chitradurga,2016,8,5827.26
Groundnut,Chitradurga,2016,9,5804.14
Groundnut,Chitradurga,2016,10,4705.74
Groundnut,Chitradurga,2016,11,6480.83
Groundnut,Chitradurga,2016,12,4824.09
Groundnut,Chitradurga,2017,1,6048.04
Groundnut,Chitradurga,2017,2,6785.56
Groundnut,Chitradurga,2017,3,5744.72
Groundnut,Chitradurga,2017,4,5857.09
Groundnut,Chitradurga,2017,5,5211.27
Groundnut,Chitradurga,2017,6,6415.52
Groundnut,Chitradurga,2017,7,6233.64
Groundnut,Chitradurga,2017,8,5147.44
Groundnut,Chitradurga,2017,9,5052.35
Groundnut,Chitradurga,2017,10,6898.2
Groundnut,Chitradurga,2017,11,6653.28
Groundnut,Chitradurga,2017,12,6618.34
Groundnut,Chitradurga,2018,1,6833.74
Groundnut,Chitradurga,2018,2,5734.44
Groundnut,Chitradurga,2018,3,7046.7
Groundnut,Chitradurga,2018,4,4862.83
Groundnut,Chitradurga,2018,5,6229.61
Groundnut,Chitradurga,2018,6,5463.31
Groundnut,Chitradurga,2018,7,5219.56
Groundnut,Chitradurga,2018,8,5279.2
Groundnut,Chitradurga,2018,9,6647.27
Groundnut,Chitradurga,2018,10,4708.98
Groundnut,Chitradurga,2018,11,6134.64
Groundnut,Chitradurga,2018,12,5630.47
Groundnut,Chitradurga,2019,1,6556.39
Groundnut,Chitradurga,2019,2,7182.03
Groundnut,Chitradurga,2019,3,7068.56
Groundnut,Chitradurga,2019,4,5356.99
Groundnut,Chitradurga,2019,5,5017.63
Groundnut,Chitradurga,2019,6,6038.64
Groundnut,Chitradurga,2019,7,6164.06
Groundnut,Chitradurga,2019,8,6668.38
Groundnut,Chitradurga,2019,9,4819.76
Groundnut,Chitradurga,2019,10,6043.89
Groundnut,Chitradurga,2019,11,5011.41
Groundnut,Chitradurga,2019,12,5139.61
Groundnut,Chitradurga,2020,1,5814.28
Groundnut,Chitradurga,2020,2,5928.42
Groundnut,Chitradurga,2020,3,5321.41
Groundnut,Chitradurga,2020,4,6992.72
Groundnut,Chitradurga,2020,5,5471.37
Groundnut,Chitradurga,2020,6,6911.38
Groundnut,Chitradurga,2020,7,7117.58
Groundnut,Chitradurga,2020,8,7477.2
Groundnut,Chitradurga,2020,9,6262.42
Groundnut,Chitradurga,2020,10,7093.7
Groundnut,Chitradurga,2020,11,6308.33
Groundnut,Chitradurga,2020,12,6555.23
Groundnut,Chitradurga,2021,1,7027.4
Groundnut,Chitradurga,2021,2,5628.05
Groundnut,Chitradurga,2021,3,7055.97
Groundnut,Chitradurga,2021,4,6091.63
Groundnut,Chitradurga,2021,5,5885.37
Groundnut,Chitradurga,2021,6,6607.93
Groundnut,Chitradurga,2021,7,5297.44
Groundnut,Chitradurga,2021,8,5925.17
Groundnut,Chitradurga,2021,9,6309.19
Groundnut,Chitradurga,2021,10,5527.08
Groundnut,Chitradurga,2021,11,6012.82
Groundnut,Chitradurga,2021,12,6486.79
Groundnut,Chitradurga,2022,1,7314.85
Groundnut,Chitradurga,2022,2,7850.29
Groundnut,Chitradurga,2022,3,6266.01
Groundnut,Chitradurga,2022,4,6733.01
Groundnut,Chitradurga,2022,5,7759.65
Groundnut,Chitradurga,2022,6,5494.95
Groundnut,Chitradurga,2022,7,5558.35
Groundnut,Chitradurga,2022,8,5564.54
Groundnut,Chitradurga,2022,9,6727.05
Groundnut,Chitradurga,2022,10,6012.74
Groundnut,Chitradurga,2022,11,7558.76
Groundnut,Chitradurga,2022,12,7820.26
Groundnut,Chitradurga,2023,1,7664.5
Groundnut,Chitradurga,2023,2,7501.14
Groundnut,Chitradurga,2023,3,6251.25
Groundnut,Chitradurga,2023,4,6091.07
Groundnut,Chitradurga,2023,5,7363.3
Groundnut,Chitradurga,2023,6,7627.18
Groundnut,Chitradurga,2023,7,5670.77
Groundnut,Chitradurga,2023,8,7078.28
Groundnut,Chitradurga,2023,9,5842.54
Groundnut,Chitradurga,2023,10,6350.56
Groundnut,Chitradurga,2023,11,6811.25
Groundnut,Chitradurga,2023,12,7699.73
Groundnut,Chitradurga,2024,1,6367.94
Groundnut,Chitradurga,2024,2,7126.67
Groundnut,Chitradurga,2024,3,8227.16
Groundnut,Chitradurga,2024,4,5937.29
Groundnut,Chitradurga,2024,5,8077.18
Groundnut,Chitradurga,2024,6,5776.14
Groundnut,Chitradurga,2024,7,8082.3
Groundnut,Chitradurga,2024,8,5898.68
Groundnut,Chitradurga,2024,9,5593.74
Groundnut,Chitradurga,2024,10,6457.56
Groundnut,Chitradurga,2024,11,6425.09
Groundnut,Chitradurga,2024,12,8001.46
Groundnut,Chitradurga,2025,1,7615.38
Groundnut,Chitradurga,2025,2,7445.85
Groundnut,Chitradurga,2025,3,6220.15
Groundnut,Chitradurga,2025,4,7994.03
Groundnut,Chitradurga,2025,5,6317.47
Groundnut,Chitradurga,2025,6,6213.99
Groundnut,Chitradurga,2025,7,7769.47
Groundnut,Chitradurga,2025,8,6033.14
Groundnut,Chitradurga,2025,9,7559.51
Groundnut,Chitradurga,2025,10,6770.0
Groundnut,Chitradurga,2025,11,7824.4
Groundnut,Chitradurga,2025,12,7669.42
Groundnut,Davanagere,2010,1,4730.41
Groundnut,Davanagere,2010,2,4531.48
Groundnut,Davanagere,2010,3,4841.88
Groundnut,Davanagere,2010,4,4233.53
Groundnut,Davanagere,2010,5,5609.82
Groundnut,Davanagere,2010,6,5739.48
Groundnut,Davanagere,2010,7,4745.17
Groundnut,Davanagere,2010,8,4312.27
Groundnut,Davanagere,2010,9,4092.27
Groundnut,Davanagere,2010,10,3755.83
Groundnut,Davanagere,2010,11,4088.26
Groundnut,Davanagere,2010,12,6101.96
Groundnut,Davanagere,2011,1,5422.14
Groundnut,Davanagere,2011,2,6006.41
Groundnut,Davanagere,2011,3,6143.31
Groundnut,Davanagere,2011,4,5214.96
Groundnut,Davanagere,2011,5,3952.12
Groundnut,Davanagere,2011,6,4166.03
Groundnut,Davanagere,2011,7,3685.41
Groundnut,Davanagere,2011,8,4381.09
Groundnut,Davanagere,2011,9,5709.05
Groundnut,Davanagere,2011,10,5673.87
Groundnut,Davanagere,2011,11,5498.03
Groundnut,Davanagere,2011,12,4012.81
Groundnut,Davanagere,2012,1,5993.26
Groundnut,Davanagere,2012,2,4323.13
Groundnut,Davanagere,2012,3,5126.94
Groundnut,Davanagere,2012,4,6004.67
Groundnut,Davanagere,2012,5,4692.15
Groundnut,Davanagere,2012,6,4823.53
Groundnut,Davanagere,2012,7,4852.25
Groundnut,Davanagere,2012,8,3970.75
Groundnut,Davanagere,2012,9,3864.66
Groundnut,Davanagere,2012,10,5282.84
Groundnut,Davanagere,2012,11,4279.81
Groundnut,Davanagere,2012,12,4703.38
Groundnut,Davanagere,2013,1,5791.94
Groundnut,Davanagere,2013,2,4610.56
Groundnut,Davanagere,2013,3,6205.52
Groundnut,Davanagere,2013,4,5320.18
Groundnut,Davanagere,2013,5,5890.08
Groundnut,Davanagere,2013,6,5371.34
Groundnut,Davanagere,2013,7,5431.52
Groundnut,Davanagere,2013,8,5510.96
Groundnut,Davanagere,2013,9,5014.47
Groundnut,Davanagere,2013,10,4830.25
Groundnut,Davanagere,2013,11,4930.43
Groundnut,Davanagere,2013,12,4921.78
Groundnut,Davanagere,2014,1,5850.22
Groundnut,Davanagere,2014,2,4540.4
Groundnut,Davanagere,2014,3,4408.9
Groundnut,Davanagere,2014,4,5151.82
Groundnut,Davanagere,2014,5,6153.56
Groundnut,Davanagere,2014,6,5333.36
Groundnut,Davanagere,2014,7,5882.2
Groundnut,Davanagere,2014,8,5355.3
Groundnut,Davanagere,2014,9,4598.72
Groundnut,Davanagere,2014,10,5317.14
Groundnut,Davanagere,2014,11,4235.19
Groundnut,Davanagere,2014,12,5889.33
Groundnut,Davanagere,2015,1,5255.09
Groundnut,Davanagere,2015,2,6057.6
Groundnut,Davanagere,2015,3,4968.18
Groundnut,Davanagere,2015,4,4842.35
Groundnut,Davanagere,2015,5,6412.9
Groundnut,Davanagere,2015,6,4641.68
Groundnut,Davanagere,2015,7,5756.48
Groundnut,Davanagere,2015,8,4432.18
Groundnut,Davanagere,2015,9,5091.16
Groundnut,Davanagere,2015,10,5667.76
Groundnut,Davanagere,2015,11,4124.44
Groundnut,Davanagere,2015,12,6030.05
Groundnut,Davanagere,2016,1,4709.89
Groundnut,Davanagere,2016,2,5085.01
Groundnut,Davanagere,2016,3,4980.36
Groundnut,Davanagere,2016,4,5047.9
Groundnut,Davanagere,2016,5,4746.14
Groundnut,Davanagere,2016,6,4790.44
Groundnut,Davanagere,2016,7,5090.33
Groundnut,Davanagere,2016,8,6447.12
Groundnut,Davanagere,2016,9,5478.75
Groundnut,Davanagere,2016,10,5244.22
Groundnut,Davanagere,2016,11,5329.82
Groundnut,Davanagere,2016,12,5494.1
